Variable,Description,Value,Probability,MeanReference,Min,Max
BIO7,"Temperature annual range (BIO5-BIO6)",29.0552,0.0400,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.1365,0.0400,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.2178,0.0400,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.2990,0.0480,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.3803,0.0480,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.4616,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.5428,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.6241,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.7054,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.7867,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.8679,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",29.9492,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.0305,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.1118,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.1930,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.2743,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.3556,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.4368,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.5181,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.5994,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.6807,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.7619,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.8432,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",30.9245,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.0058,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.0870,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.1683,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.2496,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.3308,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.4121,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.4934,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.5747,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.6559,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.7372,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.8185,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.8998,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",31.9810,0.0440,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.0623,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.1436,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.2248,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.3061,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.3874,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.4687,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.5499,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.6312,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.7125,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.7938,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.8750,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",32.9563,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.0376,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.1189,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.2001,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.2814,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.3627,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.4439,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.5252,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.6065,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.6878,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.7690,0.0520,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",33.8503,0.0520,26.7815,17.6770,33.8503
BIO8,"Mean temperature of wettest quarter",-6.3293,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-6.2063,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-6.0833,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.9604,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.8374,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.7144,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.5915,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.4685,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.3455,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.2226,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-5.0996,0.4720,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.9766,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.8537,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.7307,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.6077,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.4848,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.3618,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.2388,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-4.1159,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.9929,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.8699,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.7470,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.6240,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.5010,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.3781,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.2551,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.1322,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-3.0092,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.8862,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.7633,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.6403,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.5173,0.4760,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.3944,0.4840,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.2714,0.4840,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.1484,0.4880,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-2.0255,0.4880,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.9025,0.5240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.7795,0.5240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.6566,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.5336,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.4106,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.2877,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.1647,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-1.0417,0.5280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.9188,0.5360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.7958,0.5360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.6728,0.5360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.5499,0.5360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.4269,0.5360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.3040,0.5480,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.1810,0.5880,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",-0.0580,0.6080,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.0649,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.1879,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.3109,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.4338,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.5568,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.6798,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.8027,0.6160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",0.9257,0.6320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.0487,0.6320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.1716,0.6320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.2946,0.6640,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.4176,0.6640,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.5405,0.6640,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.6635,0.6640,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.7865,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",1.9094,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.0324,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.1554,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.2783,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.4013,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.5243,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.6472,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.7702,0.6680,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",2.8931,0.6600,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.0161,0.6440,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.1391,0.6560,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.2620,0.6480,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.3850,0.6360,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.5080,0.6320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.6309,0.6280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.7539,0.6240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.8769,0.6240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",3.9998,0.6200,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.1228,0.5840,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.2458,0.5560,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.3687,0.4400,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.4917,0.2160,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.6147,0.2120,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.7376,0.2080,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.8606,0.1120,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",4.9836,0.1040,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.1065,0.1040,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.2295,0.0520,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.3525,0.0480,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.4754,0.0480,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.5984,0.0400,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.7213,0.0320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.8443,0.0320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",5.9673,0.0320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.0902,0.0320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.2132,0.0320,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.3362,0.0560,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.4591,0.0280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.5821,0.0280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.7051,0.0280,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.8280,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",6.9510,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.0740,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.1969,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.3199,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.4429,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.5658,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.6888,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.8118,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",7.9347,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.0577,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.1807,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.3036,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.4266,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.5496,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.6725,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.7955,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",8.9184,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.0414,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.1644,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.2873,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.4103,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.5333,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.6562,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.7792,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",9.9022,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.0251,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.1481,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.2711,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.3940,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.5170,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.6400,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.7629,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",10.8859,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.0089,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.1318,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.2548,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.3778,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.5007,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.6237,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.7466,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.8696,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",11.9926,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.1155,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.2385,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.3615,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.4844,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.6074,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.7304,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.8533,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",12.9763,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.0993,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.2222,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.3452,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.4682,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.5911,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.7141,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.8371,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",13.9600,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.0830,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.2060,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.3289,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.4519,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.5749,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.6978,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.8208,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",14.9437,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.0667,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.1897,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.3126,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.4356,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.5586,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.6815,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.8045,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",15.9275,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.0504,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.1734,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.2964,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.4193,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.5423,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.6653,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.7882,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",16.9112,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.0342,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.1571,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.2801,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.4031,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.5260,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.6490,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.7719,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",17.8949,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",18.0179,0.0240,5.9817,-6.3293,18.1408
BIO8,"Mean temperature of wettest quarter",18.1408,0.0240,5.9817,-6.3293,18.1408
BIO9,"Mean temperature of driest quarter",7.2537,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.3382,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.4227,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.5072,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.5917,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.6762,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.7607,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.8452,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",7.9297,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.0142,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.0987,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.1832,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.2677,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.3522,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.4367,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.5212,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.6057,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.6902,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.7747,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.8592,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",8.9437,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.0282,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.1127,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.1972,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.2817,0.2720,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.3662,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.4507,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.5352,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.6197,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.7042,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.7887,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.8732,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",9.9577,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.0422,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.1267,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.2112,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.2957,0.2760,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.3802,0.2840,16.3167,7.2537,24.0689
BIO9,"Mean temperature of driest quarter",10.4647,0.2840,16.3167,7.2537,24.0689
